Date_Time,Open,High,Low,Close,Volume,Color,Buy,Sell,Buy_1_Days,Sell_1_Days,Buysell_1_Days,Equity_Buy_1_Days_Lever_1,Equity_Sell_1_Days_Lever_1,Equity_Buysell_1_Days_Lever_1,Equity_Buy_1_Days_Commiss_Lever_1,Equity_Sell_1_Days_Commiss_Lever_1,Equity_Buysell_1_Days_Commiss_Lever_1,Equity_Buy_1_Days_Lever_2,Equity_Sell_1_Days_Lever_2,Equity_Buysell_1_Days_Lever_2,Equity_Buy_1_Days_Commiss_Lever_2,Equity_Sell_1_Days_Commiss_Lever_2,Equity_Buysell_1_Days_Commiss_Lever_2,Equity_Buy_1_Days_Lever_3,Equity_Sell_1_Days_Lever_3,Equity_Buysell_1_Days_Lever_3,Equity_Buy_1_Days_Commiss_Lever_3,Equity_Sell_1_Days_Commiss_Lever_3,Equity_Buysell_1_Days_Commiss_Lever_3,Equity_Buy_1_Days_Lever_4,Equity_Sell_1_Days_Lever_4,Equity_Buysell_1_Days_Lever_4,Equity_Buy_1_Days_Commiss_Lever_4,Equity_Sell_1_Days_Commiss_Lever_4,Equity_Buysell_1_Days_Commiss_Lever_4,Equity_Buy_1_Days_Lever_5,Equity_Sell_1_Days_Lever_5,Equity_Buysell_1_Days_Lever_5,Equity_Buy_1_Days_Commiss_Lever_5,Equity_Sell_1_Days_Commiss_Lever_5,Equity_Buysell_1_Days_Commiss_Lever_5,Buy_2_Days,Sell_2_Days,Buysell_2_Days,Equity_Buy_2_Days_Lever_1,Equity_Sell_2_Days_Lever_1,Equity_Buysell_2_Days_Lever_1,Equity_Buy_2_Days_Commiss_Lever_1,Equity_Sell_2_Days_Commiss_Lever_1,Equity_Buysell_2_Days_Commiss_Lever_1,Equity_Buy_2_Days_Lever_2,Equity_Sell_2_Days_Lever_2,Equity_Buysell_2_Days_Lever_2,Equity_Buy_2_Days_Commiss_Lever_2,Equity_Sell_2_Days_Commiss_Lever_2,Equity_Buysell_2_Days_Commiss_Lever_2,Equity_Buy_2_Days_Lever_3,Equity_Sell_2_Days_Lever_3,Equity_Buysell_2_Days_Lever_3,Equity_Buy_2_Days_Commiss_Lever_3,Equity_Sell_2_Days_Commiss_Lever_3,Equity_Buysell_2_Days_Commiss_Lever_3,Equity_Buy_2_Days_Lever_4,Equity_Sell_2_Days_Lever_4,Equity_Buysell_2_Days_Lever_4,Equity_Buy_2_Days_Commiss_Lever_4,Equity_Sell_2_Days_Commiss_Lever_4,Equity_Buysell_2_Days_Commiss_Lever_4,Equity_Buy_2_Days_Lever_5,Equity_Sell_2_Days_Lever_5,Equity_Buysell_2_Days_Lever_5,Equity_Buy_2_Days_Commiss_Lever_5,Equity_Sell_2_Days_Commiss_Lever_5,Equity_Buysell_2_Days_Commiss_Lever_5,Buy_3_Days,Sell_3_Days,Buysell_3_Days,Equity_Buy_3_Days_Lever_1,Equity_Sell_3_Days_Lever_1,Equity_Buysell_3_Days_Lever_1,Equity_Buy_3_Days_Commiss_Lever_1,Equity_Sell_3_Days_Commiss_Lever_1,Equity_Buysell_3_Days_Commiss_Lever_1,Equity_Buy_3_Days_Lever_2,Equity_Sell_3_Days_Lever_2,Equity_Buysell_3_Days_Lever_2,Equity_Buy_3_Days_Commiss_Lever_2,Equity_Sell_3_Days_Commiss_Lever_2,Equity_Buysell_3_Days_Commiss_Lever_2,Equity_Buy_3_Days_Lever_3,Equity_Sell_3_Days_Lever_3,Equity_Buysell_3_Days_Lever_3,Equity_Buy_3_Days_Commiss_Lever_3,Equity_Sell_3_Days_Commiss_Lever_3,Equity_Buysell_3_Days_Commiss_Lever_3,Equity_Buy_3_Days_Lever_4,Equity_Sell_3_Days_Lever_4,Equity_Buysell_3_Days_Lever_4,Equity_Buy_3_Days_Commiss_Lever_4,Equity_Sell_3_Days_Commiss_Lever_4,Equity_Buysell_3_Days_Commiss_Lever_4,Equity_Buy_3_Days_Lever_5,Equity_Sell_3_Days_Lever_5,Equity_Buysell_3_Days_Lever_5,Equity_Buy_3_Days_Commiss_Lever_5,Equity_Sell_3_Days_Commiss_Lever_5,Equity_Buysell_3_Days_Commiss_Lever_5,Buy_4_Days,Sell_4_Days,Buysell_4_Days,Equity_Buy_4_Days_Lever_1,Equity_Sell_4_Days_Lever_1,Equity_Buysell_4_Days_Lever_1,Equity_Buy_4_Days_Commiss_Lever_1,Equity_Sell_4_Days_Commiss_Lever_1,Equity_Buysell_4_Days_Commiss_Lever_1,Equity_Buy_4_Days_Lever_2,Equity_Sell_4_Days_Lever_2,Equity_Buysell_4_Days_Lever_2,Equity_Buy_4_Days_Commiss_Lever_2,Equity_Sell_4_Days_Commiss_Lever_2,Equity_Buysell_4_Days_Commiss_Lever_2,Equity_Buy_4_Days_Lever_3,Equity_Sell_4_Days_Lever_3,Equity_Buysell_4_Days_Lever_3,Equity_Buy_4_Days_Commiss_Lever_3,Equity_Sell_4_Days_Commiss_Lever_3,Equity_Buysell_4_Days_Commiss_Lever_3,Equity_Buy_4_Days_Lever_4,Equity_Sell_4_Days_Lever_4,Equity_Buysell_4_Days_Lever_4,Equity_Buy_4_Days_Commiss_Lever_4,Equity_Sell_4_Days_Commiss_Lever_4,Equity_Buysell_4_Days_Commiss_Lever_4,Equity_Buy_4_Days_Lever_5,Equity_Sell_4_Days_Lever_5,Equity_Buysell_4_Days_Lever_5,Equity_Buy_4_Days_Commiss_Lever_5,Equity_Sell_4_Days_Commiss_Lever_5,Equity_Buysell_4_Days_Commiss_Lever_5,Buy_5_Days,Sell_5_Days,Buysell_5_Days,Equity_Buy_5_Days_Lever_1,Equity_Sell_5_Days_Lever_1,Equity_Buysell_5_Days_Lever_1,Equity_Buy_5_Days_Commiss_Lever_1,Equity_Sell_5_Days_Commiss_Lever_1,Equity_Buysell_5_Days_Commiss_Lever_1,Equity_Buy_5_Days_Lever_2,Equity_Sell_5_Days_Lever_2,Equity_Buysell_5_Days_Lever_2,Equity_Buy_5_Days_Commiss_Lever_2,Equity_Sell_5_Days_Commiss_Lever_2,Equity_Buysell_5_Days_Commiss_Lever_2,Equity_Buy_5_Days_Lever_3,Equity_Sell_5_Days_Lever_3,Equity_Buysell_5_Days_Lever_3,Equity_Buy_5_Days_Commiss_Lever_3,Equity_Sell_5_Days_Commiss_Lever_3,Equity_Buysell_5_Days_Commiss_Lever_3,Equity_Buy_5_Days_Lever_4,Equity_Sell_5_Days_Lever_4,Equity_Buysell_5_Days_Lever_4,Equity_Buy_5_Days_Commiss_Lever_4,Equity_Sell_5_Days_Commiss_Lever_4,Equity_Buysell_5_Days_Commiss_Lever_4,Equity_Buy_5_Days_Lever_5,Equity_Sell_5_Days_Lever_5,Equity_Buysell_5_Days_Lever_5,Equity_Buy_5_Days_Commiss_Lever_5,Equity_Sell_5_Days_Commiss_Lever_5,Equity_Buysell_5_Days_Commiss_Lever_5
2010-10-01,85.94,89.92,85.72,89.09,332429890,Up,0.035997716385702816,-0.035997716385702816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-04,89.3,90.77,88.95,89.88,194032721,Up,0.006473959434674548,-0.006473959434674548,,-0.006473959434674548,-0.006473959434674548,,0.9935469514908772,0.9935469514908772,,0.9923554102168376,0.9923554102168376,,0.9871355448168155,0.9871355448168155,,0.9859516926164179,0.9859516926164179,,0.9807655112610333,0.9807655112610333,,0.9795892985163124,0.9795892985163124,,0.9744365838407912,0.9744365838407912,,0.9732679612539691,0.9732679612539691,,0.9681484972962028,0.9681484972962028,,0.9669874158876223,0.9669874158876223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-05,89.8,92.05,89.42,91.97,198775753,Up,0.02387746160645232,-0.02387746160645232,,-0.02387746160645232,-0.02387746160645232,,0.9701045584851666,0.9701045584851666,,0.9677790992121502,0.9677790992121502,,0.9411028543937001,0.9411028543937001,,0.9388469157523752,0.9388469157523752,,0.9129681690507305,0.9129681690507305,,0.9107796726911184,0.9107796726911184,,0.8856745825479698,0.8856745825479698,,0.883551512253282,0.883551512253282,,0.8591969498642326,0.8591969498642326,,0.8571373496933714,0.8571373496933714,,-0.02387746160645232,-0.02387746160645232,,0.9764053495705122,0.9764053495705122,,0.9752343658817588,0.9752343658817588,,0.9533674066699139,0.9533674066699139,,0.9522240519319554,0.9522240519319554,,0.9308730359786699,0.9308730359786699,,0.9297566582960703,0.9297566582960703,,0.9089094121005171,0.9089094121005171,,0.9078193749590858,0.9078193749590858,,0.8874640122499341,0.8874640122499341,,0.88639969415381,0.88639969415381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-06,92.52,92.99,90.71,91.2,210406027,Down,-0.014369940282952243,0.014369940282952243,,0.014369940282952243,0.014369940282952243,,0.9841455455158725,0.9841455455158725,,0.980608991169317,0.980608991169317,,0.9685424547587342,0.9685424547587342,,0.965061970552097,0.965061970552097,,0.9531867424938169,0.9531867424938169,,0.9497614394656163,0.9497614394656163,,0.9380744866700749,0.9380744866700749,,0.9347034899528293,0.9347034899528293,,0.9232018274184429,0.9232018274184429,,0.919884276015217,0.919884276015217,,0.014369940282952243,0.014369940282952243,,0.9905375322616637,0.9905375322616637,,0.9881630926514989,0.9881630926514989,,0.9811646028190266,0.9811646028190266,,0.9788126312670695,0.9788126312670695,,0.9718803644188542,0.9718803644188542,,0.9695506483218289,0.9695506483218289,,0.9626839778250182,0.9626839778250182,,0.9603763065914006,0.9603763065914006,,0.9535746117426359,0.9535746117426359,,0.951288776773617,0.951288776773617,,0.014369940282952243,0.014369940282952243,,1.0144736842105258,1.0144736842105258,,1.0132570459184451,1.0132570459184451,,1.0291568559556776,1.0291568559556776,,1.027922608425159,1.027922608425159,,1.0440525472918778,1.0440525472918778,,1.0428004356523646,1.0428004356523646,,1.0591638341605756,1.0591638341605756,,1.0578935998525958,1.0578935998525958,,1.0744938370234254,1.0744938370234254,,1.0732052177451985,1.0732052177451985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-07,91.41,91.72,90.09,90.4,145137617,Down,-0.011110614267596297,0.011110614267596297,-0.011110614267596297,,-0.011110614267596297,0.9889508806476318,,0.9732716039233661,0.9877648513507563,,0.9686110943955756,0.9780238443337265,,0.9472576150035616,0.9768509196161076,,0.9427216734203487,0.9672175421482212,,0.9219389382831389,0.9660575772157985,,0.9175242351431426,0.9565306400853213,,0.8972969891822359,0.9553834917438815,,0.8930002839763261,0.9459618188788214,,0.873313679857002,0.9448273455163211,,0.8691318186896604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-08,90.22,90.57,89.15,90.5,125230555,Up,0.0030987187256306115,-0.0030987187256306115,0.0030987187256306115,,0.0030987187256306115,0.9920201141499743,,0.9762921764028446,0.9896421206096995,,0.970451961509741,0.9841039068781281,,0.953146413705403,0.9817448894548567,,0.9474446575967546,0.9762508700366763,,0.930549386667014,0.9739106773031609,,0.9249828067863834,0.9684604995327953,,0.9084880859594713,0.9661389812701605,,0.9030534775726902,0.9607322952962648,,0.8869498106774267,0.9584293024843644,,0.8816440450275991,0.0030987187256306115,,0.0030987187256306115,1.0031035247173576,,0.9936116899765083,1.0019005224334274,,0.9900411187769681,1.0062166813003866,,0.9872641904579728,1.005009945469133,,0.9837164291742162,1.0093394996418197,,0.9809572407342357,1.0081290186760867,,0.9774321436494491,1.0124720097271636,,0.9746905817606364,1.0112577720038334,,0.9711880040888903,1.0156142416349845,,0.9684639561473719,1.0143962354948672,,0.9649837540276743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-11,90.98,91.8,90.91,91.74,64277589,Up,0.008318787027167929,-0.008318787027167929,,-0.008318787027167929,-0.008318787027167929,,0.9759926066168965,0.9682042970256246,,0.9713190675720346,0.9612582618206242,,0.9525615681708439,0.9374195607788839,,0.9480002286163234,0.9306943796461112,,0.9296930478821405,0.907613646861989,,0.9252412142006592,0.9011022975909629,,0.9073735411560974,0.8787554329308755,,0.9030285843970836,0.8724511165872334,,0.8855898676081433,0.8508147861982868,,0.8813492219352755,0.8447109200245635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-12,90.89,91.38,90.07,90.9,129917836,Up,0.00011001705275415219,-0.00011001705275415219,,-0.00011001705275415219,-0.00011001705275415219,,0.9758852366931762,0.9680977839016394,,0.9700474561280437,0.9599998215746016,,0.9523519951956965,0.9372133191952652,,0.9466549913271294,0.929373699812341,,0.9293862522467708,0.9073141373560359,,0.9238266302780522,0.8997246192047947,,0.906974322753224,0.878368805677006,,0.9015487697523564,0.8710214099739081,,0.8851028516346631,0.8503468942242391,,0.8798081345602201,0.8432338967266216,,-0.00011001705275415219,-0.00011001705275415219,,0.9904285622361124,0.9935023817597891,,0.9868694296944996,0.9887449971844977,,0.9809487368930928,0.9870469825623739,,0.9774236703670955,0.9823205096558746,,0.9715596471083564,0.9806335280845315,,0.9680683205372262,0.9759377659946014,,0.9622604244121542,0.9742617457854872,,0.9588025148560131,0.9695964949649641,,0.9530502086472412,0.9679313648953317,,0.9496253962572099,0.9632964270936354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-13,91.62,92.54,90.73,91.3,224207640,Down,-0.003498800857673068,0.003498800857673068,,0.003498800857673068,0.003498800857673068,,0.9793056449707425,0.9714908977115901,,0.9722799671181246,0.9622092084851097,,0.9590395462715617,0.9437945643364712,,0.9521592602907473,0.9347774877375578,,0.93919284141392,0.9168878285625576,,0.9324549385138952,0.9081278207227449,,0.9197568513127631,0.8907481796710696,,0.9131583849675041,0.8822379117908093,,0.9007230764911047,0.8653537487036121,,0.894261161151043,0.857086100920852,,0.003498800857673068,0.003498800857673068,,0.993899943834311,0.9969845368765812,,0.9891406555336579,0.9910205395393148,,0.9878370983538467,0.9939781667710111,,0.9831068419791363,0.9880321536477834,,0.9818112365713371,0.9909808622636297,,0.9771098350261905,0.9850527791237065,,0.9758221328841474,0.9879925960174599,,0.9711494101524837,0.9820823887936377,,0.9698695630658317,0.9850133407779585,,0.9652253442052778,0.9791209555660714,,0.003498800857673068,0.003498800857673068,,1.0180293422493796,1.0180293422493796,,1.0155890014083537,1.0155890014083537,,1.0363837416807045,1.0363837416807045,,1.0338994030994506,1.0338994030994506,,1.0550690588611584,1.0550690588611584,,1.0525399292893598,1.0525399292893598,,1.0740912600200971,1.0740912600200971,,1.0715165319056557,1.0715165319056557,,1.0934564189540668,1.0934564189540668,,1.0908352701852508,1.0908352701852508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-14,91.8,92.47,90.94,91.47,174581744,Down,-0.0036012479581719603,0.0036012479581719603,-0.0036012479581719603,,-0.0036012479581719603,0.9884540287723107,,0.9679986101707966,0.9849019917715309,,0.9576004761741995,0.977041366996212,,0.9370213092925938,0.973530341712443,,0.9269559300355181,0.9657604754846116,,0.9070353250956508,0.9622899883977486,,0.8972920519639596,0.9546098328218268,,0.8780089340684065,0.9511794158790148,,0.868577459218415,0.9435879351583967,,0.8499114278957601,0.9401971257109053,,0.8407817733491074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
